MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
3,3,1,0800-0859,11,1,42,198,United Air Lines Inc.,5670,53007,2213,780326,8501631,0.000253804,0.000228985,26,Washington Dulles International,38.942,-77.458,NONE,0,0,0,61,5.59,0.184029614,0.18788289,0.151268815,0.108360544
3,3,0,1700-1759,3,6,57,149,Delta Air Lines Inc.,33799,84142,21165,4365661,12460183,0.000144166,0.00014866,27,Atlanta Municipal,33.641,-84.427,Cleveland-Hopkins International,0,0,0,63,5.59,0.124075271,0.149432955,0.151268815,0.225219316
2,5,0,1700-1759,1,1,16,160,American Airlines Inc.,7168,70199,4218,1413432,11744595,9.82E-05,0.000177287,2,Miami International,25.792,-80.286,NONE,0,0,0,81,4.7,0.200843581,0.18788289,0.236964685,0.278896496
10,1,0,1100-1159,2,3,3,50,SkyWest Airlines Inc.,2078,71625,130,204691,3472966,3.42E-05,9.90E-05,17,Greater Buffalo International,42.941,-78.736,Chicago O'Hare International,0.23,0,0,61,8.72,0.147942283,0.163162641,0.163570662,0.146451071
12,5,0,0700-0759,3,2,57,66,SkyWest Airlines Inc.,27188,70473,5294,3103410,3472966,3.42E-05,9.90E-05,15,Chicago O'Hare International,41.978,-87.906,Cherry Capital,0,0,0,37,7.16,0.202512534,0.18788289,0.190768997,0.108193861
1,1,0,0600-0659,3,1,18,175,Southwest Airlines Co.,14576,107363,5046,1827202,13382999,6.18E-05,9.89E-05,1,Phoenix Sky Harbor International,33.436,-112.009,NONE,0,0,0,63,4.03,0.172437436,0.18788289,0.176996912,0.063155495
1,7,0,1200-1259,4,3,3,76,"Midwest Airline, Inc.",1876,24623,144,165894,1529740,1.25E-06,0.000123823,5,Norfolk International,36.896,-76.201,Miami International,0.7,0,0,64,14.99,0.19658387,0.17930161,0.178567369,0.181103078
1,4,0,1700-1759,3,6,30,44,American Eagle Airlines Inc.,18811,23760,389,2006675,1204766,0.000348408,0.000106867,17,Douglas Municipal,35.219,-80.936,Piedmont Triad International,0,0,0,46,5.59,0.20771688,0.151010702,0.198971757,0.229538826
5,4,1,0800-0859,5,2,56,180,Frontier Airlines Inc.,13810,11254,89,1486066,1857122,0.000115726,7.13E-06,4,Detroit Metro Wayne County,42.217,-83.344,Mercer County,0.1,0,0,79,14.99,0.318181818,0.18788289,0.25085146,0.111033417
9,6,0,0900-0959,2,2,1,143,Southwest Airlines Co.,1432,107436,426,161957,13382999,6.18E-05,9.89E-05,16,Theodore Francis Green State,41.728,-71.426,Friendship International,0,0,0,80,3.58,0.124829468,0.118056735,0.104450433,0.102553906
4,6,1,1500-1559,5,4,20,154,United Air Lines Inc.,13252,51763,1109,1903352,8501631,0.000253804,0.000228985,13,McCarran International,36.08,-115.152,Chicago O'Hare International,0,0,0,78,4.7,0.183222896,0.197671889,0.177124023,0.222466456
2,3,1,1500-1559,2,6,86,129,SkyWest Airlines Inc.,28011,56790,2087,4365661,3472966,3.42E-05,9.90E-05,11,Atlanta Municipal,33.641,-84.427,Fayetteville Regional/Grannis Field,0,0,0,56,11.41,0.23924894,0.18788289,0.231888823,0.261923216
9,1,0,1600-1659,5,2,13,154,United Air Lines Inc.,6740,51239,264,1413432,8501631,0.000253804,0.000228985,21,Miami International,25.792,-80.286,Houston Intercontinental,0,0,0,89,9.17,0.167618164,0.175554224,0.137111994,0.179702495
3,6,0,0800-0859,5,2,32,143,Southwest Airlines Co.,13151,114119,3966,1823051,13382999,6.18E-05,9.89E-05,10,Orlando International,28.432,-81.325,Kent County,0,0,0,82,6.26,0.204389222,0.148841355,0.19045587,0.108360544
4,6,0,0800-0859,2,1,1,76,American Eagle Airlines Inc.,1133,25138,342,74283,1204766,0.000348408,0.000106867,3,Northwest Arkansas Regional,36.282,-94.307,NONE,0,0,0,72,4.92,0.148148148,0.18788289,0.177124023,0.106597423
11,3,0,1700-1759,4,1,21,154,United Air Lines Inc.,11105,49915,4890,1708599,8501631,0.000253804,0.000228985,20,Newark Liberty International,40.696,-74.172,NONE,0,0,0,56,7.83,0.140077247,0.18788289,0.147497552,0.182646234
3,5,0,1200-1259,3,3,33,187,American Airlines Inc.,13989,78308,1073,1908862,11744595,9.82E-05,0.000177287,7,San Francisco International,37.619,-122.375,Douglas Municipal,0,0,0,67,6.49,0.190791448,0.17818075,0.201711417,0.179697588
5,3,1,0700-0759,1,2,59,50,Comair Inc.,19807,24260,8154,2006675,1245396,0,9.00E-05,15,Douglas Municipal,35.219,-80.936,Tri-Cities Regional TN/VA,0.01,0,0,83,7.16,0.171848079,0.18788289,0.180775199,0.097022059
8,4,0,1100-1159,3,2,47,158,Delta Air Lines Inc.,35256,91062,21837,4365661,12460183,0.000144166,0.00014866,22,Atlanta Municipal,33.641,-84.427,Philadelphia International,0,0,0,89,5.82,0.168586267,0.225871314,0.242021354,0.165124409
4,5,0,2200-2259,3,3,19,143,Southwest Airlines Co.,6837,110752,6362,819756,13382999,6.18E-05,9.89E-05,15,Chicago Midway International,41.785,-87.752,William P Hobby,0.02,0,0,63,14.32,0.215725833,0.275717703,0.232425733,0.217402827
1,4,1,1700-1759,3,3,35,142,United Air Lines Inc.,11206,46218,315,955406,8501631,0.000253804,0.000228985,18,Ronald Reagan Washington National,38.852,-77.037,Chicago O'Hare International,1.33,0,0,59,14.99,0.181882406,0.281139657,0.198971757,0.229538826
4,2,0,0900-0959,1,3,18,76,SkyWest Airlines Inc.,7450,67082,748,1023434,3472966,3.42E-05,9.90E-05,3,San Diego International Lindbergh Fl,32.733,-117.187,Los Angeles International,0,0,0,66,8.72,0.154651265,0.165143603,0.138603046,0.135373513
12,7,0,0600-0659,5,1,14,143,Southwest Airlines Co.,2490,113248,1018,279230,13382999,6.18E-05,9.89E-05,12,General Mitchell Field,42.95,-87.897,NONE,0,0,0,44,10.74,0.264038108,0.18788289,0.226980168,0.081938701
3,4,0,1400-1459,9,5,32,143,Southwest Airlines Co.,15902,114119,5459,1827202,13382999,6.18E-05,9.89E-05,14,Phoenix Sky Harbor International,33.436,-112.009,Stapleton International,0,0,0,86,6.71,0.204389222,0.205793603,0.179451845,0.210264144
12,1,1,1200-1259,10,2,32,226,Delta Air Lines Inc.,18534,81498,2967,2780593,12460183,0.000144166,0.00014866,20,Los Angeles International,33.942,-118.408,John F. Kennedy International,0.85,0,0,59,10.07,0.157390024,0.224737488,0.25164658,0.210959138
1,5,0,1100-1159,3,2,62,128,American Airlines Inc.,18811,75506,8156,2006675,11744595,9.82E-05,0.000177287,19,Douglas Municipal,35.219,-80.936,Albany International,0.87,0,0,62,7.61,0.160843514,0.18788289,0.171722566,0.166629229
3,3,0,1200-1259,5,2,10,157,Delta Air Lines Inc.,2831,84142,575,283617,12460183,0.000144166,0.00014866,27,Palm Beach International,26.682,-80.094,John F. Kennedy International,0.29,0,0,76,11.18,0.124075271,0.158010053,0.151268815,0.179697588
10,5,0,2000-2059,2,7,7,143,Southwest Airlines Co.,4605,115051,2566,525035,13382999,6.18E-05,9.89E-05,11,Sacramento International,38.696,-121.59,McCarran International,0,0,0,87,2.24,0.179322906,0.171597633,0.193713396,0.217959343
5,7,0,0001-0559,6,1,14,160,Delta Air Lines Inc.,12037,85579,2498,1960746,12460183,0.000144166,0.00014866,17,Seattle International,47.447,-122.306,NONE,0,0,0,67,7.61,0.141340772,0.18788289,0.211331047,0.083390528
4,7,0,1100-1159,4,2,31,175,Southwest Airlines Co.,14827,110752,5085,1827202,13382999,6.18E-05,9.89E-05,5,Phoenix Sky Harbor International,33.436,-112.009,San Diego International Lindbergh Fl,0,0,0,90,9.4,0.215725833,0.160498489,0.203724031,0.16652612
5,4,0,1200-1259,4,3,7,76,"Midwest Airline, Inc.",5800,27470,373,642980,1529740,1.25E-06,0.000123823,12,Lambert-St. Louis International,38.747,-90.364,LaGuardia,0,0,0,91,10.07,0.167417793,0.214383161,0.25085146,0.191453508
9,3,0,0900-0959,6,2,45,228,Spirit Air Lines,17615,15996,687,2780593,2688839,9.17E-06,0.000124651,3,Los Angeles International,33.942,-118.408,Dallas Fort Worth Regional,0,0,0,85,8.28,0.131699847,0.160813309,0.128298127,0.102553906
2,2,0,2100-2159,2,6,32,50,SkyWest Airlines Inc.,13281,56790,923,1827202,3472966,3.42E-05,9.90E-05,18,Phoenix Sky Harbor International,33.436,-112.009,St George Municipal,0,0,0,72,4.7,0.23924894,0.18788289,0.205745015,0.291655064
9,1,0,0800-0859,2,2,40,66,Mesa Airlines Inc.,5646,18551,1950,780326,1191889,0,9.13E-05,16,Washington Dulles International,38.942,-77.458,Richmond International,0.07,0,0,73,5.59,0.159443757,0.125694444,0.137111994,0.08425519
10,6,1,1700-1759,2,2,5,128,American Airlines Inc.,2796,80161,377,289569,11744595,9.82E-05,0.000177287,20,Jacksonville International,30.485,-81.688,Douglas Municipal,0,0,0,88,8.28,0.172082137,0.162614615,0.112162322,0.210931174
2,2,0,1100-1159,3,1,36,160,American Airlines Inc.,13281,70199,4402,1827202,11744595,9.82E-05,0.000177287,19,Phoenix Sky Harbor International,33.436,-112.009,NONE,0.01,0,0,67,10.07,0.200843581,0.18788289,0.205745015,0.206875724
9,1,0,1400-1459,1,5,10,181,American Airlines Inc.,3337,76533,657,401950,11744595,9.82E-05,0.000177287,2,San Antonio International,29.533,-98.469,Dallas Fort Worth Regional,0,0,0,97,6.49,0.15382995,0.160813309,0.137111994,0.156406978
8,5,0,2200-2259,2,2,65,150,American Airlines Inc.,19791,80820,8157,2006675,11744595,9.82E-05,0.000177287,19,Douglas Municipal,35.219,-80.936,Tampa International,0,0,0,96,3.36,0.228215169,0.215234277,0.211041372,0.283996376
6,5,1,1100-1159,6,2,36,234,Delta Air Lines Inc.,12887,87183,2906,1960746,12460183,0.000144166,0.00014866,17,Seattle International,47.447,-122.306,Detroit Metro Wayne County,0,0,0,70,7.38,0.200730053,0.202731848,0.222677771,0.190774512
8,3,0,0700-0759,2,1,34,76,SkyWest Airlines Inc.,14631,74087,4321,1486066,3472966,3.42E-05,9.90E-05,13,Detroit Metro Wayne County,42.217,-83.344,NONE,0,0,0,84,6.93,0.172595947,0.18788289,0.221672355,0.098669345
2,1,1,1300-1359,3,4,49,50,Atlantic Southeast Airlines,22752,10920,966,3103410,473794,0,0.000199805,19,Chicago O'Hare International,41.978,-87.906,Memphis International,0,0,0,19,10.51,0.229793403,0.180762852,0.229538784,0.246486919
1,4,0,1000-1059,3,2,39,128,American Airlines Inc.,11784,75506,448,1486066,11744595,9.82E-05,0.000177287,21,Detroit Metro Wayne County,42.217,-83.344,Miami International,0,0.1,0,28,12.3,0.160843514,0.17930161,0.198971757,0.154334231
4,2,0,1600-1659,2,6,7,143,Southwest Airlines Co.,3380,110752,1285,429725,13382999,6.18E-05,9.89E-05,15,Orange County,33.676,-117.867,Dallas Love Field,0,0,0,70,5.82,0.215725833,0.259658806,0.138603046,0.244577801
11,4,0,1300-1359,4,3,19,200,JetBlue Airways,12038,24694,1655,1823051,3190369,0.000160039,0.000126866,3,Orlando International,28.432,-81.325,LaGuardia,0,0,0,84,6.26,0.188250751,0.147342739,0.139886069,0.155307318
3,1,1,1800-1859,3,2,6,129,Allegiant Air,2963,10218,50,289569,1257616,1.33E-05,0.000107743,11,Jacksonville International,30.485,-81.688,Pittsburgh International,0.4,0,0,85,3.8,0.137590711,0.138319672,0.160867896,0.240547167
10,1,0,1800-1859,4,3,59,172,American Airlines Inc.,15277,80161,698,1690031,11744595,9.82E-05,0.000177287,10,Houston Intercontinental,29.983,-95.34,Miami International,0,0,0,86,6.26,0.172082137,0.145508391,0.163570662,0.22621527
9,2,1,2000-2059,4,3,17,157,Alaska Airlines Inc.,13783,21620,600,1903352,2884187,3.23E-05,0.000174601,12,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,93,10.74,0.148589161,0.138516244,0.130811488,0.196019798
2,5,1,1600-1659,6,5,11,129,Allegiant Air,4274,7180,39,573075,1257616,1.33E-05,0.000107743,11,Raleigh-Durham International,35.875,-78.782,Sanford NAS,0.69,0,0,53,7.38,0.223219629,0.18788289,0.236964685,0.271396517
7,1,0,0600-0659,7,1,32,182,Spirit Air Lines,13781,18428,276,1960746,2688839,9.17E-06,0.000124651,1,Seattle International,47.447,-122.306,NONE,0,0,0,81,7.16,0.238238401,0.18788289,0.219938971,0.072915911
3,5,1,2000-2059,2,6,49,160,American Airlines Inc.,27137,78308,5231,3103410,11744595,9.82E-05,0.000177287,19,Chicago O'Hare International,41.978,-87.906,Palm Beach International,0,0,0,46,10.96,0.190791448,0.214689266,0.201711417,0.231677466
5,1,1,1300-1359,5,3,7,50,American Eagle Airlines Inc.,4271,27761,217,385767,1204766,0.000348408,0.000106867,14,Pittsburgh International,40.497,-80.236,Miami International,0.01,0,0,75,13.42,0.19432693,0.196740396,0.193667889,0.208614109
4,1,0,1000-1059,2,2,72,124,United Air Lines Inc.,26142,51763,6480,3103410,8501631,0.000253804,0.000228985,20,Chicago O'Hare International,41.978,-87.906,Harrisburg International,0,0,0,49,12.75,0.183222896,0.18788289,0.237971867,0.147773102
2,7,0,0600-0659,2,1,7,182,Spirit Air Lines,3557,13447,135,529046,2688839,9.17E-06,0.000124651,2,Metropolitan Oakland International,37.721,-122.221,NONE,0,0,0,56,8.05,0.193841204,0.18788289,0.191045263,0.078905552
11,6,1,1000-1059,3,2,38,50,SkyWest Airlines Inc.,20118,66502,4055,2743323,3472966,3.42E-05,9.90E-05,17,Stapleton International,39.774,-104.88,Tucson International,0,0,0,64,9.84,0.136377483,0.12783852,0.13570632,0.125188136
1,7,0,1000-1059,2,1,2,76,SkyWest Airlines Inc.,1561,62105,869,171473,3472966,3.42E-05,9.90E-05,3,Boise Air Terminal,43.565,-116.225,NONE,0.06,0,0,54,6.71,0.208050847,0.18788289,0.178567369,0.154334231
5,7,1,1600-1659,6,1,19,176,American Airlines Inc.,10452,78894,4248,1297685,11744595,9.82E-05,0.000177287,18,Philadelphia International,39.868,-75.249,NONE,1.02,0,0,54,13.87,0.257273013,0.18788289,0.211331047,0.273685639
5,4,0,1600-1659,4,3,4,154,United Air Lines Inc.,2588,53980,34,279230,8501631,0.000253804,0.000228985,20,General Mitchell Field,42.95,-87.897,Stapleton International,0.36,0,0,77,8.28,0.212819677,0.247317782,0.25085146,0.273685639
12,1,0,1100-1159,3,2,22,100,JetBlue Airways,9282,25034,2235,1391212,3190369,0.000160039,0.000126866,10,Fort Lauderdale-Hollywood International,26.074,-80.152,John F. Kennedy International,0.01,0,0,79,8.05,0.305875,0.224737488,0.25164658,0.193888393
6,4,1,0800-0859,3,1,28,180,Delta Air Lines Inc.,9694,87183,4127,1065782,12460183,0.000144166,0.00014866,2,Salt Lake City International,40.784,-111.967,NONE,0.09,0,0,88,11.63,0.200730053,0.18788289,0.251477227,0.131648688
8,1,0,0800-0859,3,2,101,182,Spirit Air Lines,35256,18296,920,4365661,2688839,9.17E-06,0.000124651,1,Atlanta Municipal,33.641,-84.427,Cleveland-Hopkins International,0,0,0,96,5.14,0.265889831,0.2,0.181217245,0.112372666
6,4,1,1500-1559,1,4,11,143,Southwest Airlines Co.,4967,112879,4499,589072,13382999,6.18E-05,9.89E-05,15,William P Hobby,29.645,-95.279,Louis Armstrong New Orleans International,0.02,0,0,94,6.71,0.259774616,0.232769045,0.251477227,0.292229949
1,3,0,1400-1459,1,5,8,66,Mesa Airlines Inc.,1876,17869,103,165894,1191889,0,9.13E-05,17,Norfolk International,36.896,-76.201,Washington Dulles International,0,0,0,66,13.2,0.165151216,0.148065683,0.180606958,0.210715285
10,2,0,2000-2059,1,6,61,150,American Airlines Inc.,20449,80161,8821,2006675,11744595,9.82E-05,0.000177287,20,Douglas Municipal,35.219,-80.936,Raleigh-Durham International,0,0,0,72,9.17,0.172082137,0.161463664,0.135090506,0.217959343
6,6,0,0700-0759,1,1,17,143,Southwest Airlines Co.,4183,112879,263,364314,13382999,6.18E-05,9.89E-05,20,Cincinnati/Northern Kentucky International,39.048,-84.669,NONE,0.04,0,0,78,4.7,0.259774616,0.18788289,0.230688359,0.110787619
4,7,0,1200-1259,6,2,74,160,American Airlines Inc.,22914,74131,11638,2907365,11744595,9.82E-05,0.000177287,20,Dallas Fort Worth Regional,32.894,-97.03,San Jose International,0,0,0,80,12.75,0.204604288,0.139582124,0.203724031,0.18193401
9,1,0,0600-0659,5,1,14,160,American Airlines Inc.,6520,76533,412,1391212,11744595,9.82E-05,0.000177287,4,Fort Lauderdale-Hollywood International,26.074,-80.152,NONE,0,0,0,87,12.53,0.15382995,0.18788289,0.137111994,0.05556236
10,1,0,1000-1059,4,2,77,149,Delta Air Lines Inc.,33584,86312,21030,4365661,12460183,0.000144166,0.00014866,29,Atlanta Municipal,33.641,-84.427,Birmingham Airport,0,0,0,77,5.14,0.118414853,0.165557404,0.163570662,0.135971819
5,2,0,0700-0759,1,2,3,123,Hawaiian Airlines Inc.,2332,7217,1352,301832,905990,0.000120494,0.00019785,18,Kahului Airport,20.901,-156.434,Honolulu International,0,0,0,89,9.17,0.066666667,0.092539225,0.190876701,0.097022059
6,3,0,1200-1259,5,4,25,143,Southwest Airlines Co.,18543,112879,3286,2780593,13382999,6.18E-05,9.89E-05,14,Los Angeles International,33.942,-118.408,Metropolitan Oakland International,0,0,0,70,6.04,0.259774616,0.237793278,0.237174818,0.211236332
5,3,0,2200-2259,11,4,1,157,Alaska Airlines Inc.,2332,22451,308,301832,2884187,3.23E-05,0.000174601,11,Kahului Airport,20.901,-156.434,Seattle International,0,0,0,91,6.04,0.135245902,0.14512123,0.180775199,0.2663106
4,1,1,1100-1159,4,2,20,162,JetBlue Airways,11972,24966,1653,1823051,3190369,0.000160039,0.000126866,14,Orlando International,28.432,-81.325,John F. Kennedy International,0,0,0,91,9.17,0.267584004,0.192873848,0.237971867,0.16652612
10,1,0,1700-1759,3,5,8,110,Delta Air Lines Inc.,2304,86312,447,270922,12460183,0.000144166,0.00014866,20,Bradley International,41.939,-72.683,Detroit Metro Wayne County,0,0,0,72,5.37,0.118414853,0.119166243,0.163570662,0.210931174
9,7,0,1800-1859,1,5,12,129,SkyWest Airlines Inc.,13331,66731,3822,1486066,3472966,3.42E-05,9.90E-05,11,Detroit Metro Wayne County,42.217,-83.344,Chicago O'Hare International,0.08,0,0,75,5.59,0.138153902,0.202329401,0.126876253,0.205129382
3,3,0,0800-0859,4,1,21,128,American Airlines Inc.,7956,78308,4437,1413432,11744595,9.82E-05,0.000177287,18,Miami International,25.792,-80.286,NONE,0,0,0,72,9.84,0.190791448,0.18788289,0.151268815,0.108360544
7,6,0,1300-1359,1,5,2,66,SkyWest Airlines Inc.,1212,72721,221,70476,3472966,3.42E-05,9.90E-05,17,James M Cox/Dayton International,39.901,-84.22,Detroit Metro Wayne County,0,0,0,89,7.61,0.188373501,0.20249004,0.203312576,0.197821471
11,6,0,0600-0659,2,1,9,120,United Air Lines Inc.,2001,49915,33,204691,8501631,0.000253804,0.000228985,18,Greater Buffalo International,42.941,-78.736,NONE,0,0,0,34,10.29,0.140077247,0.18788289,0.13570632,0.059996763
3,3,0,1300-1359,4,2,14,76,"Midwest Airline, Inc.",6781,26929,450,732595,1529740,1.25E-06,0.000123823,6,Nashville International,36.127,-86.682,Miami International,0.05,0,0,53,10.29,0.13884176,0.170001803,0.151268815,0.192602163
8,6,1,1900-1959,5,4,5,143,Southwest Airlines Co.,5059,114987,4546,589072,13382999,6.18E-05,9.89E-05,15,William P Hobby,29.645,-95.279,Standiford Field,0.17,0,0,95,7.61,0.19254973,0.147766323,0.161869671,0.322358176
3,3,0,1000-1059,3,3,9,160,American Airlines Inc.,5102,78308,672,564680,11744595,9.82E-05,0.000177287,5,Louis Armstrong New Orleans International,29.991,-90.251,Miami International,0,0,0,70,3.8,0.190791448,0.170001803,0.151268815,0.156044805
1,2,1,1100-1159,4,2,31,110,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,17,McCarran International,36.08,-115.152,Seattle International,0.39,0,0,48,3.13,0.130691015,0.117216117,0.159489434,0.166629229
4,1,0,1800-1859,5,5,6,143,Southwest Airlines Co.,2167,110752,578,204019,13382999,6.18E-05,9.89E-05,15,Eppley Airfield,41.302,-95.893,Stapleton International,0,0,0,78,11.41,0.215725833,0.178083232,0.237971867,0.26130947
2,5,0,1000-1059,2,1,25,128,American Airlines Inc.,8143,70199,3641,1297685,11744595,9.82E-05,0.000177287,19,Philadelphia International,39.868,-75.249,NONE,0,0,0,47,7.83,0.200843581,0.18788289,0.236964685,0.187484152
6,3,0,2000-2059,3,5,10,143,Southwest Airlines Co.,4967,112879,4499,589072,13382999,6.18E-05,9.89E-05,21,William P Hobby,29.645,-95.279,McCarran International,2.68,0,0,81,10.29,0.259774616,0.228774084,0.237174818,0.371735576
10,3,1,1300-1359,9,6,17,143,Southwest Airlines Co.,11962,115051,484,1708599,13382999,6.18E-05,9.89E-05,18,Newark Liberty International,40.696,-74.172,Nashville International,2.13,0,0,66,11.86,0.179322906,0.168001526,0.15751081,0.172110493
5,3,0,0600-0659,6,1,9,160,American Airlines Inc.,1665,78894,174,178166,11744595,9.82E-05,0.000177287,2,Reno/Tahoe International,39.498,-119.768,NONE,0,0,0,66,5.59,0.257273013,0.18788289,0.180775199,0.06922199
3,3,0,1800-1859,3,5,10,143,Southwest Airlines Co.,4197,114119,3294,529046,13382999,6.18E-05,9.89E-05,13,Metropolitan Oakland International,37.721,-122.221,McCarran International,0.88,0,0,61,15.66,0.204389222,0.192083333,0.151268815,0.240547167
4,7,0,1000-1059,2,2,41,143,Southwest Airlines Co.,17522,110752,3331,2780593,13382999,6.18E-05,9.89E-05,18,Los Angeles International,33.942,-118.408,Dallas Love Field,0,0,0,64,7.83,0.215725833,0.259658806,0.203724031,0.147773102
9,1,0,0800-0859,10,1,22,173,United Air Lines Inc.,12203,51239,875,1960746,8501631,0.000253804,0.000228985,10,Seattle International,47.447,-122.306,NONE,0.09,0,0,68,7.38,0.167618164,0.18788289,0.137111994,0.08425519
11,2,0,1000-1059,7,2,10,186,Frontier Airlines Inc.,9031,12129,138,1065782,1857122,0.000115726,7.13E-06,2,Salt Lake City International,40.784,-111.967,Atlanta Municipal,0,0,0,32,5.37,0.2186853,0.099977143,0.153129972,0.125188136
7,1,0,2300-2359,6,7,13,145,Spirit Air Lines,23471,18428,453,2743323,2688839,9.17E-06,0.000124651,14,Stapleton International,39.774,-104.88,Friendship International,0,0,0,94,11.41,0.238238401,0.261365388,0.219938971,0.275381038
12,2,0,0700-0759,7,1,30,150,JetBlue Airways,12223,25034,4422,1472200,3190369,0.000160039,0.000126866,14,Logan International,42.364,-71.006,NONE,0.19,0,0,63,15.66,0.305875,0.18788289,0.199784239,0.108193861
3,2,0,1600-1659,1,4,14,99,American Airlines Inc.,9511,78308,4161,1297685,11744595,9.82E-05,0.000177287,11,Philadelphia International,39.868,-75.249,Theodore Francis Green State,0,0,0,34,9.17,0.190791448,0.136752137,0.132868232,0.216359437
10,4,0,2100-2159,2,6,29,50,American Eagle Airlines Inc.,7177,27632,1037,1413432,1204766,0.000348408,0.000106867,15,Miami International,25.792,-80.286,Pensacola Regional,0.07,0,0,88,12.97,0.143061824,0.18788289,0.192619318,0.223513329
9,1,0,0900-0959,1,2,66,50,SkyWest Airlines Inc.,21760,66731,4448,2743323,3472966,3.42E-05,9.90E-05,16,Stapleton International,39.774,-104.88,El Paso International,0,0,0,89,9.84,0.138153902,0.125853659,0.137111994,0.102553906
6,7,0,0001-0559,3,1,4,172,American Airlines Inc.,33994,76419,1025,4365661,11744595,9.82E-05,0.000177287,9,Atlanta Municipal,33.641,-84.427,NONE,0,0,0,89,6.93,0.282515139,0.18788289,0.270709157,0.100252472
5,5,0,1300-1359,2,4,24,50,SkyWest Airlines Inc.,9517,70878,3781,1065782,3472966,3.42E-05,9.90E-05,18,Salt Lake City International,40.784,-111.967,Joslin Field - Magic Valley Regional,0.04,0,0,62,8.28,0.174223672,0.18788289,0.206977299,0.208614109
6,3,0,0001-0559,2,1,7,90,Comair Inc.,3979,24179,148,344196,1245396,0,9.00E-05,4,Port Columbus International,39.991,-82.878,NONE,0.45,0,0,76,9.62,0.217197924,0.18788289,0.237174818,0.100252472
2,6,0,1100-1159,3,2,26,191,Delta Air Lines Inc.,13281,67273,690,1827202,12460183,0.000144166,0.00014866,1,Phoenix Sky Harbor International,33.436,-112.009,Atlanta Municipal,0,0,0,55,3.58,0.176396664,0.194930382,0.163938839,0.206875724
6,4,0,0800-0859,3,2,1,228,Spirit Air Lines,1427,17553,581,106734,2688839,9.17E-06,0.000124651,1,Myrtle Beach International,33.679,-78.93,Logan International,0,0,0,85,4.7,0.259384798,0.243504254,0.251477227,0.131648688
5,3,1,2000-2059,7,3,60,181,American Airlines Inc.,28802,78894,5351,3103410,11744595,9.82E-05,0.000177287,3,Chicago O'Hare International,41.978,-87.906,Los Angeles International,0.59,0,0,82,14.76,0.257273013,0.196346671,0.180775199,0.294700277
8,5,0,0900-0959,4,1,9,160,Delta Air Lines Inc.,4171,91062,717,364314,12460183,0.000144166,0.00014866,20,Cincinnati/Northern Kentucky International,39.048,-84.669,NONE,0.18,0,0,75,6.71,0.168586267,0.18788289,0.211041372,0.138066596
8,7,1,1000-1059,2,2,44,175,Southwest Airlines Co.,23099,114987,6371,2743323,13382999,6.18E-05,9.89E-05,3,Stapleton International,39.774,-104.88,Dallas Love Field,0,0,0,86,7.38,0.19254973,0.209122807,0.196519162,0.153846154
9,2,1,2100-2159,6,5,32,76,Mesa Airlines Inc.,14118,18551,2777,1690031,1191889,0,9.13E-05,3,Houston Intercontinental,29.983,-95.34,McAllen Miller International,0,0,0,92,13.2,0.159443757,0.18788289,0.130811488,0.189840443
8,5,0,1100-1159,1,4,46,110,Delta Air Lines Inc.,35256,91062,21837,4365661,12460183,0.000144166,0.00014866,19,Atlanta Municipal,33.641,-84.427,Birmingham Airport,0,0,0,89,6.71,0.168586267,0.182644628,0.211041372,0.165124409
9,7,0,1700-1759,3,2,11,199,Delta Air Lines Inc.,6520,81338,788,1391212,12460183,0.000144166,0.00014866,26,Fort Lauderdale-Hollywood International,26.074,-80.152,Atlanta Municipal,0,0,0,87,17.9,0.101805081,0.100238234,0.126876253,0.18920765
1,5,0,0800-0859,3,2,46,76,SkyWest Airlines Inc.,18286,62105,3685,2743323,3472966,3.42E-05,9.90E-05,4,Stapleton International,39.774,-104.88,Austin - Bergstrom International,0,0,0,62,9.4,0.208050847,0.136072261,0.171722566,0.105791537
1,3,0,1000-1059,2,2,27,76,SkyWest Airlines Inc.,13115,62105,3095,1908862,3472966,3.42E-05,9.90E-05,5,San Francisco International,37.619,-122.375,San Antonio International,0.03,0,0,61,10.51,0.208050847,0.115537849,0.180606958,0.154334231
10,4,0,1800-1859,4,4,84,160,American Airlines Inc.,25833,80161,13048,2907365,11744595,9.82E-05,0.000177287,8,Dallas Fort Worth Regional,32.894,-97.03,Friendship International,1.54,0,0,92,17,0.172082137,0.177863702,0.192619318,0.22621527
